GameID,RoundID,ActionID,Street,PlayerID,PlayerName,ModelName,Temperature,Position,HoleCard1,HoleCard2,BoardCards,StackBefore,PotTotalBefore,BetToCall,ActionType,ActionAmount,AmountWon,FinalHandRank
1,1,1,Preflop,2,Llama 3.1 8B,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,,BB,As,Js,,990,15,0,DEALT_HOLE,0,0,
1,1,2,Preflop,3,Qwen 2.5 7B,Qwen/Qwen2.5-7B-Instruct-Turbo,,BTN,2c,3s,,1000,15,0,DEALT_HOLE,0,0,
1,1,3,Preflop,1,Mistral v0.3 7B,mistralai/Mistral-7B-Instruct-v0.3,,SB,Jc,9s,,995,15,0,DEALT_HOLE,0,0,
1,1,4,Preflop,1,Mistral v0.3 7B,mistralai/Mistral-7B-Instruct-v0.3,,SB,Jc,9s,,995,15,0,POST_SB,0,0,
1,1,5,Preflop,2,Llama 3.1 8B,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,,BB,As,Js,,990,15,0,POST_BB,0,0,
1,1,6,Preflop,3,Qwen 2.5 7B,Qwen/Qwen2.5-7B-Instruct-Turbo,0.5,BTN,2c,3s,,990,15,0,CALL,10,0,
1,1,7,Preflop,1,Mistral v0.3 7B,mistralai/Mistral-7B-Instruct-v0.3,0.5,SB,Jc,9s,,990,25,0,CALL,5,0,
1,1,8,Preflop,2,Llama 3.1 8B,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,0.5,BB,As,Js,,970,30,0,BET,20,0,
1,1,9,Preflop,3,Qwen 2.5 7B,Qwen/Qwen2.5-7B-Instruct-Turbo,0.5,BTN,2c,3s,,950,50,0,RAISE,20,0,
1,1,10,Preflop,1,Mistral v0.3 7B,mistralai/Mistral-7B-Instruct-v0.3,0.5,SB,Jc,9s,,990,90,0,FOLD,0,0,
1,1,11,Preflop,2,Llama 3.1 8B,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,0.5,BB,As,Js,,950,90,0,CALL,20,0,
1,1,12,Flop,,,,,,,,7d 7s 4c,0,110,0,DEALT_FLOP,0,0,
1,1,13,Flop,2,Llama 3.1 8B,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,0.5,BB,As,Js,7d 7s 4c,950,110,0,CHECK,0,0,
1,1,14,Flop,3,Qwen 2.5 7B,Qwen/Qwen2.5-7B-Instruct-Turbo,0.5,BTN,2c,3s,7d 7s 4c,950,110,0,CHECK,0,0,
1,1,15,Turn,,,,,,,,7d 7s 4c Th,0,110,0,DEALT_TURN,0,0,
1,1,16,Turn,2,Llama 3.1 8B,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,0.5,BB,As,Js,7d 7s 4c Th,900,110,0,BET,50,0,
1,1,17,Turn,3,Qwen 2.5 7B,Qwen/Qwen2.5-7B-Instruct-Turbo,0.5,BTN,2c,3s,7d 7s 4c Th,900,160,0,CALL,50,0,
1,1,18,River,,,,,,,,7d 7s 4c Th 2h,0,210,0,DEALT_RIVER,0,0,
