GameID,RoundID,ActionID,Street,PlayerID,PlayerName,ModelName,Temperature,Position,HoleCard1,HoleCard2,BoardCards,StackBefore,PotTotalBefore,BetToCall,ActionType,ActionAmount,AmountWon,FinalHandRank
20,1,1,Preflop,3,Qwen 2.5 7B,Qwen/Qwen2.5-7B-Instruct-Turbo,,BB,8c,Ts,,990,15,0,DEALT_HOLE,0,0,
20,1,2,Preflop,1,Mistral v0.3 7B,mistralai/Mistral-7B-Instruct-v0.3,,BTN,Qs,Kd,,1000,15,0,DEALT_HOLE,0,0,
20,1,3,Preflop,2,Llama 3.1 8B,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,,SB,3s,Ks,,995,15,0,DEALT_HOLE,0,0,
20,1,4,Preflop,2,Llama 3.1 8B,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,,SB,3s,Ks,,995,15,0,POST_SB,0,0,
20,1,5,Preflop,3,Qwen 2.5 7B,Qwen/Qwen2.5-7B-Instruct-Turbo,,BB,8c,Ts,,990,15,0,POST_BB,0,0,
20,1,6,Preflop,1,Mistral v0.3 7B,mistralai/Mistral-7B-Instruct-v0.3,0.5,BTN,Qs,Kd,,940,15,0,BET,50,0,
20,1,7,Preflop,2,Llama 3.1 8B,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,0.5,SB,3s,Ks,,940,75,0,CALL,55,0,
20,1,8,Preflop,3,Qwen 2.5 7B,Qwen/Qwen2.5-7B-Instruct-Turbo,0.5,BB,8c,Ts,,940,130,0,CALL,50,0,
20,1,9,Flop,,,,,,,,Qh Js Th,0,180,0,DEALT_FLOP,0,0,
20,1,10,Flop,2,Llama 3.1 8B,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,0.5,SB,3s,Ks,Qh Js Th,940,180,0,CHECK,0,0,
20,1,11,Flop,3,Qwen 2.5 7B,Qwen/Qwen2.5-7B-Instruct-Turbo,0.5,BB,8c,Ts,Qh Js Th,940,180,0,CHECK,0,0,
20,1,12,Flop,1,Mistral v0.3 7B,mistralai/Mistral-7B-Instruct-v0.3,0.5,BTN,Qs,Kd,Qh Js Th,940,180,0,CHECK,0,0,
20,1,13,Turn,,,,,,,,Qh Js Th 9d,0,180,0,DEALT_TURN,0,0,
20,1,14,Turn,2,Llama 3.1 8B,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,0.5,SB,3s,Ks,Qh Js Th 9d,940,180,0,CHECK,0,0,
20,1,15,Turn,3,Qwen 2.5 7B,Qwen/Qwen2.5-7B-Instruct-Turbo,0.5,BB,8c,Ts,Qh Js Th 9d,940,180,0,CHECK,0,0,
20,1,16,Turn,1,Mistral v0.3 7B,mistralai/Mistral-7B-Instruct-v0.3,0.5,BTN,Qs,Kd,Qh Js Th 9d,940,180,0,CHECK,0,0,
20,1,17,River,,,,,,,,Qh Js Th 9d Td,0,180,0,DEALT_RIVER,0,0,
20,1,18,River,2,Llama 3.1 8B,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,0.5,SB,3s,Ks,Qh Js Th 9d Td,940,180,0,FOLD,0,0,
20,1,19,River,3,Qwen 2.5 7B,Qwen/Qwen2.5-7B-Instruct-Turbo,0.5,BB,8c,Ts,Qh Js Th 9d Td,940,180,0,CHECK,0,0,
20,2,1,Preflop,3,Qwen 2.5 7B,Qwen/Qwen2.5-7B-Instruct-Turbo,,SB,4c,As,,935,15,0,DEALT_HOLE,0,0,
20,2,2,Preflop,1,Mistral v0.3 7B,mistralai/Mistral-7B-Instruct-v0.3,,BB,Js,Ks,,1110,15,0,DEALT_HOLE,0,0,
20,2,3,Preflop,2,Llama 3.1 8B,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,,BTN,Td,6c,,940,15,0,DEALT_HOLE,0,0,
20,2,4,Preflop,3,Qwen 2.5 7B,Qwen/Qwen2.5-7B-Instruct-Turbo,,SB,4c,As,,935,15,0,POST_SB,0,0,
20,2,5,Preflop,1,Mistral v0.3 7B,mistralai/Mistral-7B-Instruct-v0.3,,BB,Js,Ks,,1110,15,0,POST_BB,0,0,
20,2,6,Preflop,2,Llama 3.1 8B,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,0.5,BTN,Td,6c,,930,15,0,CALL,10,0,
20,2,7,Preflop,3,Qwen 2.5 7B,Qwen/Qwen2.5-7B-Instruct-Turbo,0.5,SB,4c,As,,930,25,0,CALL,5,0,
20,2,8,Preflop,1,Mistral v0.3 7B,mistralai/Mistral-7B-Instruct-v0.3,0.5,BB,Js,Ks,,1110,30,0,CHECK,0,0,
20,2,9,Flop,,,,,,,,2d 8d 8h,0,30,0,DEALT_FLOP,0,0,
20,2,10,Flop,3,Qwen 2.5 7B,Qwen/Qwen2.5-7B-Instruct-Turbo,0.5,SB,4c,As,2d 8d 8h,930,30,0,CHECK,0,0,
20,2,11,Flop,1,Mistral v0.3 7B,mistralai/Mistral-7B-Instruct-v0.3,0.5,BB,Js,Ks,2d 8d 8h,1110,30,0,CHECK,0,0,
20,2,12,Flop,2,Llama 3.1 8B,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,0.5,BTN,Td,6c,2d 8d 8h,930,30,0,CHECK,0,0,
20,2,13,Turn,,,,,,,,2d 8d 8h 3h,0,30,0,DEALT_TURN,0,0,
20,2,14,Turn,3,Qwen 2.5 7B,Qwen/Qwen2.5-7B-Instruct-Turbo,0.5,SB,4c,As,2d 8d 8h 3h,930,30,0,CHECK,0,0,
20,2,15,Turn,1,Mistral v0.3 7B,mistralai/Mistral-7B-Instruct-v0.3,0.5,BB,Js,Ks,2d 8d 8h 3h,1110,30,0,CHECK,0,0,
20,2,16,Turn,2,Llama 3.1 8B,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,0.5,BTN,Td,6c,2d 8d 8h 3h,910,30,0,BET,20,0,
20,2,17,Turn,3,Qwen 2.5 7B,Qwen/Qwen2.5-7B-Instruct-Turbo,0.5,SB,4c,As,2d 8d 8h 3h,910,50,0,CALL,20,0,
20,2,18,Turn,1,Mistral v0.3 7B,mistralai/Mistral-7B-Instruct-v0.3,0.5,BB,Js,Ks,2d 8d 8h 3h,1090,70,0,CALL,20,0,
20,2,19,River,,,,,,,,2d 8d 8h 3h 7c,0,90,0,DEALT_RIVER,0,0,
20,2,20,River,3,Qwen 2.5 7B,Qwen/Qwen2.5-7B-Instruct-Turbo,0.5,SB,4c,As,2d 8d 8h 3h 7c,910,90,0,CHECK,0,0,
20,2,21,River,1,Mistral v0.3 7B,mistralai/Mistral-7B-Instruct-v0.3,0.5,BB,Js,Ks,2d 8d 8h 3h 7c,1090,90,0,CHECK,0,0,
20,2,22,River,2,Llama 3.1 8B,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,0.5,BTN,Td,6c,2d 8d 8h 3h 7c,910,90,0,FOLD,0,0,
20,2,23,River,3,Qwen 2.5 7B,Qwen/Qwen2.5-7B-Instruct-Turbo,,SB,4c,As,2d 8d 8h 3h 7c,1000,90,0,WINS_POT,0,90,Onepair
20,3,1,Preflop,3,Qwen 2.5 7B,Qwen/Qwen2.5-7B-Instruct-Turbo,,BTN,6h,Ac,,1000,15,0,DEALT_HOLE,0,0,
20,3,2,Preflop,1,Mistral v0.3 7B,mistralai/Mistral-7B-Instruct-v0.3,,SB,3c,8s,,1085,15,0,DEALT_HOLE,0,0,
20,3,3,Preflop,2,Llama 3.1 8B,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,,BB,4s,Kh,,900,15,0,DEALT_HOLE,0,0,
20,3,4,Preflop,1,Mistral v0.3 7B,mistralai/Mistral-7B-Instruct-v0.3,,SB,3c,8s,,1085,15,0,POST_SB,0,0,
20,3,5,Preflop,2,Llama 3.1 8B,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,,BB,4s,Kh,,900,15,0,POST_BB,0,0,
20,3,6,Preflop,3,Qwen 2.5 7B,Qwen/Qwen2.5-7B-Instruct-Turbo,0.5,BTN,6h,Ac,,990,15,0,CALL,10,0,
20,3,7,Preflop,1,Mistral v0.3 7B,mistralai/Mistral-7B-Instruct-v0.3,0.5,SB,3c,8s,,1050,25,0,BET,30,0,
20,3,8,Preflop,2,Llama 3.1 8B,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,0.5,BB,4s,Kh,,870,60,0,CALL,30,0,
20,3,9,Preflop,3,Qwen 2.5 7B,Qwen/Qwen2.5-7B-Instruct-Turbo,0.5,BTN,6h,Ac,,930,90,0,RAISE,30,0,
20,3,10,Preflop,1,Mistral v0.3 7B,mistralai/Mistral-7B-Instruct-v0.3,0.5,SB,3c,8s,,880,150,0,RAISE,140,0,
20,3,11,Preflop,2,Llama 3.1 8B,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,0.5,BB,4s,Kh,,530,320,0,RAISE,170,0,
20,3,12,Preflop,3,Qwen 2.5 7B,Qwen/Qwen2.5-7B-Instruct-Turbo,0.5,BTN,6h,Ac,,310,660,0,RAISE,310,0,
20,3,13,Preflop,1,Mistral v0.3 7B,mistralai/Mistral-7B-Instruct-v0.3,0.5,SB,3c,8s,,880,1280,0,FOLD,0,0,
20,3,14,Preflop,2,Llama 3.1 8B,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,0.5,BB,4s,Kh,,530,1280,0,FOLD,0,0,
20,3,15,Preflop,3,Qwen 2.5 7B,Qwen/Qwen2.5-7B-Instruct-Turbo,,BTN,6h,Ac,,1590,1280,0,WINS_POT,0,1280,Premature Win
20,4,1,Preflop,3,Qwen 2.5 7B,Qwen/Qwen2.5-7B-Instruct-Turbo,,BB,Ac,Kh,,1580,15,0,DEALT_HOLE,0,0,
20,4,2,Preflop,1,Mistral v0.3 7B,mistralai/Mistral-7B-Instruct-v0.3,,BTN,5d,5h,,880,15,0,DEALT_HOLE,0,0,
20,4,3,Preflop,2,Llama 3.1 8B,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,,SB,8c,7d,,525,15,0,DEALT_HOLE,0,0,
20,4,4,Preflop,2,Llama 3.1 8B,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,,SB,8c,7d,,525,15,0,POST_SB,0,0,
20,4,5,Preflop,3,Qwen 2.5 7B,Qwen/Qwen2.5-7B-Instruct-Turbo,,BB,Ac,Kh,,1580,15,0,POST_BB,0,0,
20,4,6,Preflop,1,Mistral v0.3 7B,mistralai/Mistral-7B-Instruct-v0.3,0.5,BTN,5d,5h,,820,15,0,BET,50,0,
20,4,7,Preflop,2,Llama 3.1 8B,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,0.5,SB,8c,7d,,450,75,0,RAISE,20,0,
20,4,8,Preflop,3,Qwen 2.5 7B,Qwen/Qwen2.5-7B-Instruct-Turbo,0.5,BB,Ac,Kh,,1510,150,0,CALL,70,0,
20,4,9,Preflop,1,Mistral v0.3 7B,mistralai/Mistral-7B-Instruct-v0.3,0.5,BTN,5d,5h,,600,220,0,RAISE,200,0,
20,4,10,Preflop,2,Llama 3.1 8B,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,0.5,SB,8c,7d,,250,440,0,CALL,200,0,
20,4,11,Preflop,3,Qwen 2.5 7B,Qwen/Qwen2.5-7B-Instruct-Turbo,0.5,BB,Ac,Kh,,1210,640,0,RAISE,100,0,
20,4,12,Preflop,1,Mistral v0.3 7B,mistralai/Mistral-7B-Instruct-v0.3,0.5,BTN,5d,5h,,600,940,0,FOLD,0,0,
20,4,13,Preflop,2,Llama 3.1 8B,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,0.5,SB,8c,7d,,250,940,0,FOLD,0,0,
20,4,14,Preflop,3,Qwen 2.5 7B,Qwen/Qwen2.5-7B-Instruct-Turbo,,BB,Ac,Kh,,2150,940,0,WINS_POT,0,940,Premature Win
20,5,1,Preflop,3,Qwen 2.5 7B,Qwen/Qwen2.5-7B-Instruct-Turbo,,SB,5s,8d,,2145,15,0,DEALT_HOLE,0,0,
20,5,2,Preflop,1,Mistral v0.3 7B,mistralai/Mistral-7B-Instruct-v0.3,,BB,Qh,5c,,590,15,0,DEALT_HOLE,0,0,
20,5,3,Preflop,2,Llama 3.1 8B,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,,BTN,Ad,3h,,250,15,0,DEALT_HOLE,0,0,
20,5,4,Preflop,3,Qwen 2.5 7B,Qwen/Qwen2.5-7B-Instruct-Turbo,,SB,5s,8d,,2145,15,0,POST_SB,0,0,
20,5,5,Preflop,1,Mistral v0.3 7B,mistralai/Mistral-7B-Instruct-v0.3,,BB,Qh,5c,,590,15,0,POST_BB,0,0,
20,5,6,Preflop,2,Llama 3.1 8B,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,0.5,BTN,Ad,3h,,240,15,0,CALL,10,0,
20,5,7,Preflop,3,Qwen 2.5 7B,Qwen/Qwen2.5-7B-Instruct-Turbo,0.5,SB,5s,8d,,2140,25,0,CALL,5,0,
20,5,8,Preflop,1,Mistral v0.3 7B,mistralai/Mistral-7B-Instruct-v0.3,0.5,BB,Qh,5c,,590,30,0,CHECK,0,0,
20,5,9,Flop,,,,,,,,7d Jd 4h,0,30,0,DEALT_FLOP,0,0,
