GameID,RoundID,ActionID,Street,PlayerID,PlayerName,ModelName,Temperature,Position,HoleCard1,HoleCard2,BoardCards,StackBefore,PotTotalBefore,BetToCall,ActionType,ActionAmount,AmountWon,FinalHandRank
7,1,1,Preflop,2,Llama 3.1 8B,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,,BB,5h,Kc,,990,15,0,DEALT_HOLE,0,0,
7,1,2,Preflop,3,Qwen 2.5 7B,Qwen/Qwen2.5-7B-Instruct-Turbo,,BTN,4s,8h,,1000,15,0,DEALT_HOLE,0,0,
7,1,3,Preflop,1,Mistral v0.3 7B,mistralai/Mistral-7B-Instruct-v0.3,,SB,4d,Tc,,995,15,0,DEALT_HOLE,0,0,
7,1,4,Preflop,1,Mistral v0.3 7B,mistralai/Mistral-7B-Instruct-v0.3,,SB,4d,Tc,,995,15,0,POST_SB,0,0,
7,1,5,Preflop,2,Llama 3.1 8B,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,,BB,5h,Kc,,990,15,0,POST_BB,0,0,
7,1,6,Preflop,3,Qwen 2.5 7B,Qwen/Qwen2.5-7B-Instruct-Turbo,1.0,BTN,4s,8h,,990,15,0,CALL,10,0,
7,1,7,Preflop,1,Mistral v0.3 7B,mistralai/Mistral-7B-Instruct-v0.3,1.0,SB,4d,Tc,,975,25,0,BET,15,0,
7,1,8,Preflop,2,Llama 3.1 8B,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,1.0,BB,5h,Kc,,975,45,0,CALL,15,0,
7,1,9,Preflop,3,Qwen 2.5 7B,Qwen/Qwen2.5-7B-Instruct-Turbo,1.0,BTN,4s,8h,,965,60,0,RAISE,10,0,
7,1,10,Preflop,1,Mistral v0.3 7B,mistralai/Mistral-7B-Instruct-v0.3,1.0,SB,4d,Tc,,975,85,0,FOLD,0,0,
7,1,11,Preflop,2,Llama 3.1 8B,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,1.0,BB,5h,Kc,,955,85,0,RAISE,10,0,
7,1,12,Preflop,3,Qwen 2.5 7B,Qwen/Qwen2.5-7B-Instruct-Turbo,1.0,BTN,4s,8h,,955,105,0,CALL,10,0,
7,1,13,Flop,,,,,,,,Qd Qs 2s,0,115,0,DEALT_FLOP,0,0,
7,1,14,Flop,2,Llama 3.1 8B,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,1.0,BB,5h,Kc,Qd Qs 2s,955,115,0,CHECK,0,0,
7,1,15,Flop,3,Qwen 2.5 7B,Qwen/Qwen2.5-7B-Instruct-Turbo,1.0,BTN,4s,8h,Qd Qs 2s,955,115,0,CHECK,0,0,
7,1,16,Turn,,,,,,,,Qd Qs 2s 7s,0,115,0,DEALT_TURN,0,0,
7,1,17,Turn,2,Llama 3.1 8B,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,1.0,BB,5h,Kc,Qd Qs 2s 7s,935,115,0,BET,20,0,
7,1,18,Turn,3,Qwen 2.5 7B,Qwen/Qwen2.5-7B-Instruct-Turbo,1.0,BTN,4s,8h,Qd Qs 2s 7s,915,135,0,RAISE,20,0,
7,1,19,Turn,2,Llama 3.1 8B,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,1.0,BB,5h,Kc,Qd Qs 2s 7s,915,175,0,CALL,20,0,
7,1,20,River,,,,,,,,Qd Qs 2s 7s 2c,0,195,0,DEALT_RIVER,0,0,
7,1,21,River,2,Llama 3.1 8B,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,1.0,BB,5h,Kc,Qd Qs 2s 7s 2c,915,195,0,CHECK,0,0,
7,1,22,River,3,Qwen 2.5 7B,Qwen/Qwen2.5-7B-Instruct-Turbo,1.0,BTN,4s,8h,Qd Qs 2s 7s 2c,915,195,0,CHECK,0,0,
7,1,23,River,2,Llama 3.1 8B,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,,BB,5h,Kc,Qd Qs 2s 7s 2c,1110,195,0,WINS_POT,0,195,Twopair
7,2,1,Preflop,2,Llama 3.1 8B,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,,SB,5s,3h,,1105,15,0,DEALT_HOLE,0,0,
7,2,2,Preflop,3,Qwen 2.5 7B,Qwen/Qwen2.5-7B-Instruct-Turbo,,BB,Qd,8c,,905,15,0,DEALT_HOLE,0,0,
7,2,3,Preflop,1,Mistral v0.3 7B,mistralai/Mistral-7B-Instruct-v0.3,,BTN,Js,2d,,975,15,0,DEALT_HOLE,0,0,
7,2,4,Preflop,2,Llama 3.1 8B,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,,SB,5s,3h,,1105,15,0,POST_SB,0,0,
7,2,5,Preflop,3,Qwen 2.5 7B,Qwen/Qwen2.5-7B-Instruct-Turbo,,BB,Qd,8c,,905,15,0,POST_BB,0,0,
7,2,6,Preflop,1,Mistral v0.3 7B,mistralai/Mistral-7B-Instruct-v0.3,1.0,BTN,Js,2d,,890,15,0,BET,75,0,
7,2,7,Preflop,2,Llama 3.1 8B,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,1.0,SB,5s,3h,,1025,100,0,CALL,80,0,
7,2,8,Preflop,3,Qwen 2.5 7B,Qwen/Qwen2.5-7B-Instruct-Turbo,1.0,BB,Qd,8c,,830,180,0,CALL,75,0,
7,2,9,Flop,,,,,,,,7c 6d 2c,0,255,0,DEALT_FLOP,0,0,
7,2,10,Flop,2,Llama 3.1 8B,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,1.0,SB,5s,3h,7c 6d 2c,985,255,0,BET,40,0,
7,2,11,Flop,3,Qwen 2.5 7B,Qwen/Qwen2.5-7B-Instruct-Turbo,1.0,BB,Qd,8c,7c 6d 2c,790,295,0,CALL,40,0,
7,2,12,Flop,1,Mistral v0.3 7B,mistralai/Mistral-7B-Instruct-v0.3,1.0,BTN,Js,2d,7c 6d 2c,850,335,0,CALL,40,0,
7,2,13,Turn,,,,,,,,7c 6d 2c Ah,0,375,0,DEALT_TURN,0,0,
7,2,14,Turn,2,Llama 3.1 8B,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,1.0,SB,5s,3h,7c 6d 2c Ah,945,375,0,BET,40,0,
7,2,15,Turn,3,Qwen 2.5 7B,Qwen/Qwen2.5-7B-Instruct-Turbo,1.0,BB,Qd,8c,7c 6d 2c Ah,750,415,0,CALL,40,0,
7,2,16,Turn,1,Mistral v0.3 7B,mistralai/Mistral-7B-Instruct-v0.3,1.0,BTN,Js,2d,7c 6d 2c Ah,810,455,0,CALL,40,0,
7,2,17,River,,,,,,,,7c 6d 2c Ah 5d,0,495,0,DEALT_RIVER,0,0,
7,2,18,River,2,Llama 3.1 8B,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,1.0,SB,5s,3h,7c 6d 2c Ah 5d,865,495,0,BET,80,0,
7,2,19,River,3,Qwen 2.5 7B,Qwen/Qwen2.5-7B-Instruct-Turbo,1.0,BB,Qd,8c,7c 6d 2c Ah 5d,670,575,0,CALL,80,0,
7,3,1,Preflop,2,Llama 3.1 8B,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,,BTN,4s,Jh,,1600,15,0,DEALT_HOLE,0,0,
7,3,2,Preflop,3,Qwen 2.5 7B,Qwen/Qwen2.5-7B-Instruct-Turbo,,SB,4d,Qh,,665,15,0,DEALT_HOLE,0,0,
7,3,3,Preflop,1,Mistral v0.3 7B,mistralai/Mistral-7B-Instruct-v0.3,,BB,6c,Tc,,720,15,0,DEALT_HOLE,0,0,
7,3,4,Preflop,3,Qwen 2.5 7B,Qwen/Qwen2.5-7B-Instruct-Turbo,,SB,4d,Qh,,665,15,0,POST_SB,0,0,
7,3,5,Preflop,1,Mistral v0.3 7B,mistralai/Mistral-7B-Instruct-v0.3,,BB,6c,Tc,,720,15,0,POST_BB,0,0,
7,3,6,Preflop,2,Llama 3.1 8B,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,1.0,BTN,4s,Jh,,1590,15,0,CALL,10,0,
7,3,7,Preflop,3,Qwen 2.5 7B,Qwen/Qwen2.5-7B-Instruct-Turbo,1.0,SB,4d,Qh,,660,25,0,CALL,5,0,
7,3,8,Preflop,1,Mistral v0.3 7B,mistralai/Mistral-7B-Instruct-v0.3,1.0,BB,6c,Tc,,660,30,0,BET,60,0,
7,3,9,Preflop,2,Llama 3.1 8B,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,1.0,BTN,4s,Jh,,985,90,0,RAISE,545,0,
7,3,10,Preflop,3,Qwen 2.5 7B,Qwen/Qwen2.5-7B-Instruct-Turbo,1.0,SB,4d,Qh,,660,695,0,FOLD,0,0,
7,3,11,Preflop,1,Mistral v0.3 7B,mistralai/Mistral-7B-Instruct-v0.3,1.0,BB,6c,Tc,,660,695,0,FOLD,0,0,
7,3,12,Preflop,2,Llama 3.1 8B,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,,BTN,4s,Jh,,1680,695,0,WINS_POT,0,695,Premature Win
7,4,1,Preflop,2,Llama 3.1 8B,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,,BB,9h,2d,,1670,15,0,DEALT_HOLE,0,0,
7,4,2,Preflop,3,Qwen 2.5 7B,Qwen/Qwen2.5-7B-Instruct-Turbo,,BTN,4c,Ks,,660,15,0,DEALT_HOLE,0,0,
7,4,3,Preflop,1,Mistral v0.3 7B,mistralai/Mistral-7B-Instruct-v0.3,,SB,7s,8d,,655,15,0,DEALT_HOLE,0,0,
7,4,4,Preflop,1,Mistral v0.3 7B,mistralai/Mistral-7B-Instruct-v0.3,,SB,7s,8d,,655,15,0,POST_SB,0,0,
7,4,5,Preflop,2,Llama 3.1 8B,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,,BB,9h,2d,,1670,15,0,POST_BB,0,0,
7,4,6,Preflop,3,Qwen 2.5 7B,Qwen/Qwen2.5-7B-Instruct-Turbo,1.0,BTN,4c,Ks,,640,15,0,BET,10,0,
7,4,7,Preflop,1,Mistral v0.3 7B,mistralai/Mistral-7B-Instruct-v0.3,1.0,SB,7s,8d,,640,35,0,CALL,15,0,
7,4,8,Preflop,2,Llama 3.1 8B,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,1.0,BB,9h,2d,,1660,50,0,CALL,10,0,
7,4,9,Flop,,,,,,,,3h 8h Ad,0,60,0,DEALT_FLOP,0,0,
7,4,10,Flop,1,Mistral v0.3 7B,mistralai/Mistral-7B-Instruct-v0.3,1.0,SB,7s,8d,3h 8h Ad,640,60,0,CHECK,0,0,
7,4,11,Flop,2,Llama 3.1 8B,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,1.0,BB,9h,2d,3h 8h Ad,1660,60,0,CHECK,0,0,
7,4,12,Flop,3,Qwen 2.5 7B,Qwen/Qwen2.5-7B-Instruct-Turbo,1.0,BTN,4c,Ks,3h 8h Ad,630,60,0,BET,10,0,
7,4,13,Flop,1,Mistral v0.3 7B,mistralai/Mistral-7B-Instruct-v0.3,1.0,SB,7s,8d,3h 8h Ad,630,70,0,CALL,10,0,
7,4,14,Flop,2,Llama 3.1 8B,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,1.0,BB,9h,2d,3h 8h Ad,1650,80,0,CALL,10,0,
7,4,15,Turn,,,,,,,,3h 8h Ad Jd,0,90,0,DEALT_TURN,0,0,
7,4,16,Turn,1,Mistral v0.3 7B,mistralai/Mistral-7B-Instruct-v0.3,1.0,SB,7s,8d,3h 8h Ad Jd,630,90,0,CHECK,0,0,
7,4,17,Turn,2,Llama 3.1 8B,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,1.0,BB,9h,2d,3h 8h Ad Jd,1650,90,0,CHECK,0,0,
