GameID,RoundID,ActionID,Street,PlayerID,PlayerName,ModelName,Temperature,Position,HoleCard1,HoleCard2,BoardCards,StackBefore,PotTotalBefore,BetToCall,ActionType,ActionAmount,AmountWon,FinalHandRank
9,1,1,Preflop,3,Qwen 2.5 7B,Qwen/Qwen2.5-7B-Instruct-Turbo,,BB,4d,2c,,990,15,0,DEALT_HOLE,0,0,
9,1,2,Preflop,2,Llama 3.1 8B,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,,BTN,8d,Js,,1000,15,0,DEALT_HOLE,0,0,
9,1,3,Preflop,1,Mistral v0.3 7B,mistralai/Mistral-7B-Instruct-v0.3,,SB,3c,3s,,995,15,0,DEALT_HOLE,0,0,
9,1,4,Preflop,1,Mistral v0.3 7B,mistralai/Mistral-7B-Instruct-v0.3,,SB,3c,3s,,995,15,0,POST_SB,0,0,
9,1,5,Preflop,3,Qwen 2.5 7B,Qwen/Qwen2.5-7B-Instruct-Turbo,,BB,4d,2c,,990,15,0,POST_BB,0,0,
9,1,6,Preflop,2,Llama 3.1 8B,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,1.0,BTN,8d,Js,,990,15,0,CALL,10,0,
9,1,7,Preflop,1,Mistral v0.3 7B,mistralai/Mistral-7B-Instruct-v0.3,1.0,SB,3c,3s,,990,25,0,CALL,5,0,
9,1,8,Preflop,3,Qwen 2.5 7B,Qwen/Qwen2.5-7B-Instruct-Turbo,1.0,BB,4d,2c,,990,30,0,CHECK,0,0,
9,1,9,Flop,,,,,,,,4c Qd Qs,0,30,0,DEALT_FLOP,0,0,
9,1,10,Flop,1,Mistral v0.3 7B,mistralai/Mistral-7B-Instruct-v0.3,1.0,SB,3c,3s,4c Qd Qs,990,30,0,CHECK,0,0,
9,1,11,Flop,3,Qwen 2.5 7B,Qwen/Qwen2.5-7B-Instruct-Turbo,1.0,BB,4d,2c,4c Qd Qs,990,30,0,CHECK,0,0,
9,1,12,Flop,2,Llama 3.1 8B,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,1.0,BTN,8d,Js,4c Qd Qs,990,30,0,CHECK,0,0,
9,1,13,Turn,,,,,,,,4c Qd Qs 9d,0,30,0,DEALT_TURN,0,0,
9,1,14,Turn,1,Mistral v0.3 7B,mistralai/Mistral-7B-Instruct-v0.3,1.0,SB,3c,3s,4c Qd Qs 9d,990,30,0,CHECK,0,0,
9,1,15,Turn,3,Qwen 2.5 7B,Qwen/Qwen2.5-7B-Instruct-Turbo,1.0,BB,4d,2c,4c Qd Qs 9d,990,30,0,CHECK,0,0,
9,1,16,Turn,2,Llama 3.1 8B,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,1.0,BTN,8d,Js,4c Qd Qs 9d,940,30,0,BET,50,0,
9,1,17,Turn,1,Mistral v0.3 7B,mistralai/Mistral-7B-Instruct-v0.3,1.0,SB,3c,3s,4c Qd Qs 9d,990,80,0,FOLD,0,0,
9,1,18,Turn,3,Qwen 2.5 7B,Qwen/Qwen2.5-7B-Instruct-Turbo,1.0,BB,4d,2c,4c Qd Qs 9d,940,80,0,CALL,50,0,
9,1,19,River,,,,,,,,4c Qd Qs 9d Qh,0,130,0,DEALT_RIVER,0,0,
9,1,20,River,3,Qwen 2.5 7B,Qwen/Qwen2.5-7B-Instruct-Turbo,1.0,BB,4d,2c,4c Qd Qs 9d Qh,940,130,0,CHECK,0,0,
9,1,21,River,2,Llama 3.1 8B,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,1.0,BTN,8d,Js,4c Qd Qs 9d Qh,940,130,0,FOLD,0,0,
9,1,22,River,3,Qwen 2.5 7B,Qwen/Qwen2.5-7B-Instruct-Turbo,,BB,4d,2c,4c Qd Qs 9d Qh,1070,130,0,WINS_POT,0,130,Premature Win
