GameID,RoundID,ActionID,Street,PlayerID,PlayerName,ModelName,Temperature,Position,HoleCard1,HoleCard2,BoardCards,StackBefore,PotTotalBefore,BetToCall,ActionType,ActionAmount,AmountWon,FinalHandRank
13,1,1,Preflop,3,Qwen 2.5 7B,Qwen/Qwen2.5-7B-Instruct-Turbo,,BB,Td,Ts,,990,15,0,DEALT_HOLE,0,0,
13,1,2,Preflop,2,Llama 3.1 8B,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,,BTN,7c,4d,,1000,15,0,DEALT_HOLE,0,0,
13,1,3,Preflop,1,Mistral v0.3 7B,mistralai/Mistral-7B-Instruct-v0.3,,SB,3c,Qh,,995,15,0,DEALT_HOLE,0,0,
13,1,4,Preflop,1,Mistral v0.3 7B,mistralai/Mistral-7B-Instruct-v0.3,,SB,3c,Qh,,995,15,0,POST_SB,0,0,
13,1,5,Preflop,3,Qwen 2.5 7B,Qwen/Qwen2.5-7B-Instruct-Turbo,,BB,Td,Ts,,990,15,0,POST_BB,0,0,
13,1,6,Preflop,2,Llama 3.1 8B,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,0.75,BTN,7c,4d,,990,15,0,CALL,10,0,
13,1,7,Preflop,1,Mistral v0.3 7B,mistralai/Mistral-7B-Instruct-v0.3,0.75,SB,3c,Qh,,975,25,0,BET,15,0,
13,1,8,Preflop,3,Qwen 2.5 7B,Qwen/Qwen2.5-7B-Instruct-Turbo,0.75,BB,Td,Ts,,975,45,0,CALL,15,0,
13,1,9,Preflop,2,Llama 3.1 8B,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,0.75,BTN,7c,4d,,955,60,0,RAISE,20,0,
13,1,10,Preflop,1,Mistral v0.3 7B,mistralai/Mistral-7B-Instruct-v0.3,0.75,SB,3c,Qh,,955,95,0,CALL,20,0,
13,1,11,Preflop,3,Qwen 2.5 7B,Qwen/Qwen2.5-7B-Instruct-Turbo,0.75,BB,Td,Ts,,955,115,0,CALL,20,0,
13,1,12,Flop,,,,,,,,Qc 6s 2h,0,135,0,DEALT_FLOP,0,0,
13,1,13,Flop,1,Mistral v0.3 7B,mistralai/Mistral-7B-Instruct-v0.3,0.75,SB,3c,Qh,Qc 6s 2h,955,135,0,CHECK,0,0,
13,1,14,Flop,3,Qwen 2.5 7B,Qwen/Qwen2.5-7B-Instruct-Turbo,0.75,BB,Td,Ts,Qc 6s 2h,955,135,0,CHECK,0,0,
13,1,15,Flop,2,Llama 3.1 8B,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,0.75,BTN,7c,4d,Qc 6s 2h,955,135,0,CHECK,0,0,
13,1,16,Turn,,,,,,,,Qc 6s 2h 5d,0,135,0,DEALT_TURN,0,0,
13,1,17,Turn,1,Mistral v0.3 7B,mistralai/Mistral-7B-Instruct-v0.3,0.75,SB,3c,Qh,Qc 6s 2h 5d,955,135,0,CHECK,0,0,
13,1,18,Turn,3,Qwen 2.5 7B,Qwen/Qwen2.5-7B-Instruct-Turbo,0.75,BB,Td,Ts,Qc 6s 2h 5d,955,135,0,CHECK,0,0,
13,1,19,Turn,2,Llama 3.1 8B,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,0.75,BTN,7c,4d,Qc 6s 2h 5d,955,135,0,CHECK,0,0,
13,1,20,River,,,,,,,,Qc 6s 2h 5d 7d,0,135,0,DEALT_RIVER,0,0,
13,1,21,River,1,Mistral v0.3 7B,mistralai/Mistral-7B-Instruct-v0.3,0.75,SB,3c,Qh,Qc 6s 2h 5d 7d,955,135,0,CHECK,0,0,
13,1,22,River,3,Qwen 2.5 7B,Qwen/Qwen2.5-7B-Instruct-Turbo,0.75,BB,Td,Ts,Qc 6s 2h 5d 7d,955,135,0,CHECK,0,0,
13,1,23,River,2,Llama 3.1 8B,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,0.75,BTN,7c,4d,Qc 6s 2h 5d 7d,955,135,0,CHECK,0,0,
13,1,24,River,1,Mistral v0.3 7B,mistralai/Mistral-7B-Instruct-v0.3,,SB,3c,Qh,Qc 6s 2h 5d 7d,1090,135,0,WINS_POT,0,135,Onepair
13,2,1,Preflop,3,Qwen 2.5 7B,Qwen/Qwen2.5-7B-Instruct-Turbo,,SB,As,2c,,950,15,0,DEALT_HOLE,0,0,
13,2,2,Preflop,2,Llama 3.1 8B,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,,BB,Ac,9h,,945,15,0,DEALT_HOLE,0,0,
13,2,3,Preflop,1,Mistral v0.3 7B,mistralai/Mistral-7B-Instruct-v0.3,,BTN,8s,8h,,1090,15,0,DEALT_HOLE,0,0,
13,2,4,Preflop,3,Qwen 2.5 7B,Qwen/Qwen2.5-7B-Instruct-Turbo,,SB,As,2c,,950,15,0,POST_SB,0,0,
13,2,5,Preflop,2,Llama 3.1 8B,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,,BB,Ac,9h,,945,15,0,POST_BB,0,0,
13,2,6,Preflop,1,Mistral v0.3 7B,mistralai/Mistral-7B-Instruct-v0.3,0.75,BTN,8s,8h,,1060,15,0,BET,20,0,
13,2,7,Preflop,3,Qwen 2.5 7B,Qwen/Qwen2.5-7B-Instruct-Turbo,0.75,SB,As,2c,,900,45,0,RAISE,25,0,
13,2,8,Preflop,2,Llama 3.1 8B,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,0.75,BB,Ac,9h,,880,95,0,RAISE,20,0,
13,2,9,Preflop,1,Mistral v0.3 7B,mistralai/Mistral-7B-Instruct-v0.3,0.75,BTN,8s,8h,,665,160,0,RAISE,350,0,
13,2,10,Preflop,3,Qwen 2.5 7B,Qwen/Qwen2.5-7B-Instruct-Turbo,0.75,SB,As,2c,,160,555,0,RAISE,370,0,
13,2,11,Preflop,2,Llama 3.1 8B,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,0.75,BB,Ac,9h,,880,1295,0,FOLD,0,0,
13,2,12,Preflop,1,Mistral v0.3 7B,mistralai/Mistral-7B-Instruct-v0.3,0.75,BTN,8s,8h,,665,1295,0,FOLD,0,0,
13,2,13,Preflop,3,Qwen 2.5 7B,Qwen/Qwen2.5-7B-Instruct-Turbo,,SB,As,2c,,1455,1295,0,WINS_POT,0,1295,Premature Win
13,3,1,Preflop,3,Qwen 2.5 7B,Qwen/Qwen2.5-7B-Instruct-Turbo,,BTN,7d,7c,,1455,15,0,DEALT_HOLE,0,0,
13,3,2,Preflop,2,Llama 3.1 8B,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,,SB,6s,Jd,,875,15,0,DEALT_HOLE,0,0,
13,3,3,Preflop,1,Mistral v0.3 7B,mistralai/Mistral-7B-Instruct-v0.3,,BB,Kd,6c,,655,15,0,DEALT_HOLE,0,0,
13,3,4,Preflop,2,Llama 3.1 8B,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,,SB,6s,Jd,,875,15,0,POST_SB,0,0,
13,3,5,Preflop,1,Mistral v0.3 7B,mistralai/Mistral-7B-Instruct-v0.3,,BB,Kd,6c,,655,15,0,POST_BB,0,0,
